community	gene
24	STX8
24	ZNF837
24	CBLN1
24	IRF2BP1
24	FBXL6
24	LRRC8C
24	MISP3
24	RPL18A
24	MICU3
24	RBM15B
24	LAGE3
24	RPS6KB2
24	TPRN
24	CCAR1
24	NDUFAF6
24	PTPRD
24	ANKRD23
24	DCLRE1B
24	PRPF3
24	ELAVL3
24	AP3S1
24	ASB6
24	SRM
24	MIS18A
24	ENSG00000263620
24	FOXRED1
24	COQ9
24	CIAPIN1
24	PLD3
24	L3HYPDH
24	ECI1
24	HAUS2
24	LRRC57
24	PLPBP
24	MTHFSD
24	NPIPB2
24	NUBP2
24	MAK16
24	TCF7L1
24	CEP83
24	MCIDAS
24	FAM13A
24	SOCS4
24	WDHD1
24	WDR62
24	DDX55
24	ABCF3
24	OXLD1
24	CCDC137
24	RPL8
24	FAM199X
24	KANSL2
24	IZUMO4
24	COPS9
24	MCM7
24	IRGQ
24	ZNF576
24	SRRM5
24	GAREM1
24	ARHGEF1
24	NOB1
24	ATF4
24	GEMIN7
24	MARK4
24	PGAP2
24	TMED7-TICAM2
24	FHIP2A
24	NOPCHAP1
24	PON2
24	VAMP1
24	THAP7
24	ZSWIM6
24	SUGCT
24	MPLKIP
24	SLX4
24	POLH
24	MTG2
24	TLCD3A
24	SEMA6C
24	ECT2
24	CRAT
24	RGL1
24	HELLS
24	FAM90A14
24	CYB561D1
24	EPB41L3
24	SEPTIN1
24	ACYP1
24	RANGAP1
24	USP20
24	SGCB
24	EIF2B4
24	SLCO3A1
24	CNOT11
24	ALDH1L2
24	ARFRP1
24	ARL6IP6
24	PDGFC
24	BORA
24	ENSG00000286185
24	NOTCH2NLC
24	NOC2L
24	NR2C2AP
24	SIX1
24	TRPM3
24	SEC61A2
24	PTGES3L-AARSD1
24	MTRFR
24	ZNF672
24	TPD52L2
24	KCNC2
24	H2AC18
24	ENSG00000267645
24	DAB1
24	OMA1
24	SLCO4C1
24	TAF5
24	ENSG00000285953
24	ANKIB1
24	ENSG00000289027
24	YBX1
24	TBC1D13
24	BSG
24	SURF4
24	CCDC78
24	TSPAN7
24	RPL26
24	ENSG00000263809
24	USP19
24	SURF1
24	DAAM1
24	PNPLA4
24	SAMD12
24	SWSAP1
24	PIK3CA
24	SLC25A40
24	B9D1
24	ZNF624
24	MBTD1
24	MICOS13
24	CEP63
24	PON3
24	SPATA4
24	FUCA1
24	ENSG00000286221
24	LRRC3B
24	PHF1
24	MRPL41
24	PIK3R2
24	YPEL3
24	GANAB
24	PDCD6
24	PDCD6-AHRR
24	AGBL4
24	NF2
24	PACC1
24	FGF22
24	EFTUD2
24	POLE3
24	KIF4A
24	GID8
24	ZIC2
24	SERF1B
24	HOXD4
24	CIAO1
24	DEDD
24	SEC11C
24	RTN1
24	TMEM14B
24	CASD1
24	SLC26A2
24	PARD6A
24	ENSG00000254692
24	DNAJC30
24	BUD23
24	PLPP3
24	FAM217B
24	SYCP2
24	ACIN1
24	SLC12A1
24	MYEF2
24	CTXN2
24	FSIP2
24	DNAJB14
24	YEATS2
24	LRRC63
24	RRAGD
24	TRIM3
24	NOD2
24	CADPS
24	RIMS1
24	ZNF517
24	GTF2H5
24	ZFP69
24	PLA2G15
24	LETMD1
24	SMIM8
24	GGCX
24	HES4
24	NUDCD2
24	CBR1
24	DDX19B
24	AARS1
24	DOHH
24	PPAN-P2RY11
24	PPAN
24	ZNF319
24	SLC35A4
24	LRRC45
24	GEMIN5
24	ENSG00000272104
24	CYB561D2
24	NPRL2
24	PCBP4
24	MIB2
24	FEN1
24	NAT14
24	KIF15
24	KIAA1143
24	ZSCAN16
24	CLBA1
24	ZNF345
24	SLC35F3
24	METTL17
24	FBXW2
24	MCRIP2
24	ESS2
24	CEP78
24	ZNF200
24	HRAS
24	PEX11G
24	TOR1AIP1
24	C4orf48
24	PLEKHG2
24	CBX3
24	PDXDC1
25	ST6GALNAC5
25	SLC38A6
25	CSNK2A3
25	GRIP1
25	HLA-DRA
25	ZCWPW2
25	KCNJ13
25	SREK1IP1
25	MSTN
25	H2BC9
25	TMPRSS7
25	JCAD
25	NANOGP8
25	GK5
25	B3GALT2
25	EXT1
25	HIGD1C
25	EFCAB3
25	MARCOL
25	IQCM
25	AKAP17A
25	SCEL
25	ABCA13
25	ONECUT1
25	POU1F1
25	COL5A2
25	PRAMEF27
25	SLC9B1
25	GCG
25	CRCP
25	SLC20A2
25	PRAMEF13
25	ENSG00000259171
25	NUDT9
25	SDHAF1
25	STMND1
25	LECT2
25	ROBO2
25	PURB
25	DR1
25	FNBP1L
25	PYDC2
25	METTL25B
25	VCPIP1
25	FAM3B
25	GTF2B
25	DNAJC5B
25	RIN2
25	ADH6
25	RAD51B
25	ERG
25	ARHGAP32
25	SARS1
25	ADGRL3
25	IL36A
25	RNF157
25	ENSG00000287585
25	FOXQ1
25	KDM4E
25	MIA-RAB4B
25	MIA
25	ILF2
25	NXPE4
25	FBN2
25	LMOD3
25	TEX47
25	GALNTL6
25	TYR
25	GPR82
25	CXCL10
25	PLAC1
25	TRIP12
25	GAST
25	GOLGA6L10
25	TMEM35A
25	POU4F3
25	POM121
25	NETO2
25	HOXD12
25	ARID5B
25	TMEM229A
25	SPZ1
25	OSM
25	EPHA3
25	TBC1D3I
25	TAF13
25	ING3
25	TBC1D3
25	RFLNA
25	APOOL
25	ARHGAP19-SLIT1
25	TMEM97
25	MYO1E
25	PARP16
25	OTOGL
25	GSDMA
25	AUTS2
25	SNX18
25	DMXL1
25	PNN
25	SPOCK1
25	CCNY
25	RPP30
25	H4C11
25	CRLF2
25	TMC3
25	RDH14
25	LRRCC1
25	GAR1
25	ASB8
25	DPF2
25	PCGF3
25	PHF21A
25	PRPS1L1
25	CD3E
25	CHRNA6
25	HMGCS1
25	SLC7A13
25	PTPN3
25	THOC1
25	AADAC
25	CBLB
25	KHK
25	FOXJ3
25	FAM8A1
25	CCN6
25	ZDHHC11
25	DDX18
25	AFP
25	SERPINC1
25	GPR83
25	MTFMT
25	SLC18A1
25	IL18R1
25	APOLD1
25	FGL1
25	CARF
25	PRSS58
25	LAMA1
25	PPP1R3A
25	KPNB1
25	ZNF16
25	DIPK2A
25	SLC2A2
25	TRPM1
25	FAM177B
25	ENSG00000285064
25	TXNDC8
25	CERS5
25	TERB2
25	STAC
25	ZNF385C
25	EFCAB13
25	RLF
25	GNG12
25	MUSK
25	RPL35A
25	TRAPPC6B
25	REEP5
25	ENSG00000285777
25	ARSG
25	PTH2R
25	FOLR3
25	CAMK4
25	RTN3
25	MOBP
25	DENND1A
25	LASP1
25	ENSG00000285404
25	ZFR
25	RGS18
25	EMSY
25	NACA2
25	CDK1
25	UTS2B
25	TIMELESS
25	CYTH1
25	SHROOM3
25	GID4
25	PGD
25	PON1
25	HOXC5
25	ANKDD1B
25	NUDT16
25	MAB21L2
25	CRBN
25	MRAS
25	KCTD3
25	VPS29
25	SOSTDC1
25	CFAP97D1
25	TTR
25	TIPARP
25	TM4SF19
25	PKIB
25	BST1
25	HDAC1
25	PPP1R3C
25	MUC19
25	TMEM266
25	POU6F2
25	TYW1B
25	GPR85
25	MND1
25	GDPD1
25	NGDN
25	TMEM167B
25	CDRT4
25	ELP1
25	EIF4A2
25	ABHD5
25	EXOSC2
25	CLPSL2
25	GPC4
25	CTH
25	SYCP1
25	LGI2
25	WDR36
25	PGAP4
25	ERGIC3
25	CD34
25	FERMT1
25	SCAI
25	IL9R
25	ENSG00000272980
25	RTTN
25	ITSN2
25	LRRC66
25	SLC13A4
25	EID3
25	GMCL1
25	AGBL5
25	STON1
25	THRB
25	CIBAR1
25	SNX9
25	SCN3A
25	RHBDL2
25	CTSD
25	PDPN
25	FAM162B
25	FBXL4
25	STPG1
25	NRP1
25	LRRC31
25	SOS1
25	BOD1L2
25	CALHM6
25	ARL8B
25	BLTP1
25	SLC28A2
25	TMEM200C
25	GLRA1
25	FXR1
25	GPR183
25	PGRMC1
25	ATP5F1C
25	SCP2D1
25	SCGB1A1
25	IL21
25	SALL4
25	PPIC
25	NEUROG1
25	TBCA
25	IL2
25	PLCG1
25	DIPK1A
25	TLCD4-RWDD3
25	PEX13
25	GOLGA2
25	ENSG00000289491
25	SYT2
25	SNX4
25	SMAD4
25	ZNF215
25	TMEM41A
25	PRDM14
25	ABHD12B
25	TCEANC
25	RPS10
25	CNIH1
25	C8orf89
25	GNB3
25	DNAJC1
25	SEC16B
25	AK4P3
25	KIAA1958
25	HGD
25	TREML2
25	NDUFAF7
25	C4orf45
25	NOA1
25	ACTR3
25	CCDC34
25	GOLGA1
25	LETM2
25	ADGRG7
25	MYO18B
25	STAP1
25	CDC42BPA
25	YPEL2
25	SMIM10
25	MITF
25	SCN9A
25	SLC26A7
25	NEIL3
25	MAGEL2
25	RHD
25	CFAP95
25	ZNF81
25	RIGI
25	ARHGEF33
25	HBS1L
25	ATXN7L3B
25	CCL20
25	TTPA
25	KIZ
25	OPN4
25	ENSG00000289258
25	PPP1R14C
25	ALOX15B
25	C5orf58
25	ZNF664
25	NTRK1
25	TRPC3
25	PRL
25	CFAP107
25	NEXN
25	ACO1
25	TPTE
25	ENSG00000289490
25	SENP5
25	ARIH2
25	ANXA1
25	WWC3
25	NHLRC1
25	ZNF583
25	CLIC6
25	FZD9
25	STK3
25	RPS12
25	ZNF627
25	ABCG8
25	HSPA1B
25	DYNC2LI1
25	PLAG1
25	ENSG00000284461
25	ODF4
25	GTF2F2
25	DPY19L1
25	FEV
25	KCNA3
25	PLCXD1
25	FCER1G
25	ENSG00000289695
25	SLC25A4
25	HELB
25	SLC5A3
25	PRRG3
25	COCH
25	ANKFY1
25	RAB3GAP2
25	ACTBL2
25	ENSG00000250349
25	VPS35
25	MAP4K4
25	MIXL1
25	STMP1
25	ARAF
25	HTR3E
25	RGMB
25	UMAD1
25	MARCKS
25	CACNA1S
25	CMTM8
25	CALN1
25	NEDD1
25	ZNF683
25	RTP3
25	RELN
25	TMSB4X
25	DARS2
25	CNTF
25	TINF2
25	JRKL
25	SUSD5
25	LYSMD4
25	PRG4
25	CHURC1
25	ZNF789
25	APCDD1
25	PAPSS1
25	PFN1
25	MATCAP2
25	ACKR1
25	WDR70
25	C6orf226
25	C5orf46
25	ZNF451
25	ITM2B
25	NUP210L
25	IL12RB2
25	NT5C3A
25	C17orf78
25	PHB1
25	ZMYM5
25	CD101
25	HVCN1
25	ATP6V1C1
25	CEP192
25	EXOC6
25	RIPPLY2
25	SLC35B3
25	ANAPC1
25	SMIM42
25	MRPL36
25	IER5L
25	CDADC1
25	KYNU
25	BRI3BP
25	ARL15
25	DIPK2B
25	MSC
25	AGMAT
25	SACM1L
25	CPA2
25	TFCP2L1
25	C18orf25
25	DCBLD1
25	WNT2
25	MAPK1
25	ZNF474
25	WASHC3
25	COMTD1
25	MTMR1
25	PPP2R5A
25	BVES
25	NIPBL
25	COL14A1
25	PANK1
25	MSANTD7
25	DNAH11
25	GMDS
25	OIT3
25	TSNAXIP1
25	C3AR1
25	ACVR1B
25	TMEM177
25	ZNF831
25	P2RY1
25	CCT5
25	LMOD2
25	TMEM192
25	ATF7IP2
25	SPATA31C2
25	PLIN2
25	DCK
25	CALCOCO1
25	TMPRSS12
25	UBQLN1
25	SEC24B
25	TFPI
25	DCAKD
25	GPR55
25	BIRC6
25	PITHD1
25	CYB561
25	TMED1
25	ENSG00000288698
25	GIMAP8
25	STAG1
25	PARVB
25	SP3
25	MPHOSPH6
25	COX18
25	EFHC2
25	RSL24D1
25	KIF3C
25	NFIL3
25	TNFRSF10C
25	UBR1
25	SUV39H2
25	ARHGAP39
25	APIP
25	CNTN5
25	TFRC
25	IYD
25	DAZL
25	HDDC2
25	RPS23
25	MTARC2
25	TBC1D19
25	THNSL2
25	KMT2E
25	SLC7A8
25	FHIP1A
25	ASPH
25	ST18
25	DPH5
25	RIC3
25	PGK2
25	FBXO11
25	CACUL1
25	RNF103
25	MAB21L3
25	FAM3C
25	PSMD1
25	MRGPRX1
25	FILIP1L
25	MAF
25	ENTPD4
25	CCNL1
25	POLB
25	TMEM45B
25	FBXW7
25	IL17A
25	SC5D
25	SON
25	TRMO
25	GPR15
25	CCDC93
25	GPATCH4
25	ATP1A3
25	ENSG00000276418
25	PSKH1
25	SLC10A3
25	MAJIN
25	BICD1
25	HLF
25	MTF1
25	WNK1
25	DNAI4
25	KATNIP
25	COA7
25	LCE5A
25	EFHB
26	KRTAP13-1
26	SPIRE2
26	PDCD4
26	STK17B
26	TLE6
26	ELOVL6
27	SMARCAD1
27	NFE2L2
27	IFIH1
27	MARCOL
27	CYYR1
27	OMD
27	TRIM17
27	RNF103-CHMP3
27	TMEM42
27	ENSG00000244255
27	PHYHIPL
27	TSBP1
27	GPC4
27	SPDYE18
27	CADM3
27	DUXB
27	ADAMTS9
27	CNGB3
27	NSF
27	RERGL
27	LRIG1
27	DMAC1
27	CHST9
27	RP9
27	C12orf50
27	LCA5
27	KCTD3
27	HNRNPR
27	GOLGA8H
27	SREK1IP1
27	KRTAP21-3
27	MS4A7
27	GABRR3
27	SPZ1
27	KAT5
27	ANKRD34C
27	ANKRD30BL
27	EAF1
27	SHE
27	NDUFA4L2
27	F8A1
27	DCDC2C
27	CRISP3
27	RD3L
27	FCRL1
27	PCCA
27	GBA3
27	TMEM229A
27	UBD
27	CGAS
27	PLSCR5
27	ALKBH3
27	POT1
27	SLC25A31
27	MEIOC
27	ROBO2
27	F13B
27	PLAC8L1
27	PLEKHG3
27	MAST2
27	SERBP1
27	PRKAA1
27	SYCP1
27	GPR63
27	IFITM2
27	TMEM200C
27	HOMER3
27	BTLA
27	PI15
27	VPS39
27	TMEM19
27	ABCD4
27	PLAAT5
27	CLIP4
27	RPRD1A
27	CCDC179
27	ATF7IP
27	APOA5
27	HMGN1
27	AADACL2
27	PABPC3
27	CCER1
27	KCTD4
27	HYAL4
27	DYNLRB2
27	C12orf29
27	RABL3
27	CDK5RAP1
27	VSTM1
27	LARP4
27	TSHB
27	HEATR4
27	AEBP1
27	UGT2A1
27	SMLR1
27	HCK
27	RPL30
27	RAG2
27	VNN2
27	ENSG00000288570
27	TLR3
27	STAP1
27	EPYC
27	ETV1
27	FABP2
27	GTF3C6
27	EIPR1
27	SEMA3A
27	PARP16
27	TRMT10A
27	CCL5
27	ADGRG2
27	IGSF23
27	CELF5
27	TRHDE
27	KIAA0825
27	ITGB1
27	UGT2A3
27	SYNE2
27	CES4A
27	STOML3
27	ATP2A2
27	LGALS12
27	RYBP
27	IL18RAP
27	GARS1
27	ELOC
27	BNIP1
27	CISD1
27	UTP15
27	DIP2A
27	ARL3
27	PSMD1
27	CTSK
27	APELA
27	OR2I1P
27	VIRMA
27	HSD17B10
27	STEEP1
27	POLB
27	CENPP
27	IL1B
27	NCKAP1
27	NTM
27	EIF2AK1
27	DDI2
27	LRRTM3
27	TRAF3
27	RBMXL3
27	NEXMIF
27	CCDC93
27	MON1B
27	AOX1
27	FPR1
27	CCDC141
27	TPTE
27	IGSF1
27	SLX4IP
27	C9orf57
27	RPH3A
27	ENSG00000285645
27	RHOXF1P3
27	CSMD3
27	B3GALT2
27	CCL3
27	SLCO5A1
27	ADIG
27	DRD5
27	SP140
27	MATCAP2
27	BET1
27	CHAD
27	TMEM128
27	AASDHPPT
27	IFT46
27	SLC28A2
27	TBC1D3
27	CRB1
27	PKHD1L1
27	MYOCOS
27	HERC4
27	EXOSC3
27	MEP1A
27	SLC28A3
27	AMER2
27	LGALS7B
27	RFTN2
27	C17orf98
27	STT3B
27	TRMT11
27	PAGE2B
27	TRIP12
27	CWF19L1
27	MARCHF11
27	MCHR2
27	MTHFR
27	NTN1
27	ZBBX
27	EMC4
27	ANKRD22
27	SULT1C4
27	UBAP2L
27	AGBL2
27	WFDC8
27	NDUFA5
27	TTPA
27	TMEM215
27	NPIPA7
27	FANCD2OS
27	DNAH6
27	PDE8B
27	NACA2
27	PRR11
27	STK32A
27	SESN3
27	CACNB2
27	PCDHA5
27	INPP5F
27	TM4SF1
27	ERVH48-1
27	ZNF667
27	PPM1K
27	NRP1
27	UBE2D1
27	TRIM46
27	MIA2
27	RIN2
27	ASCL4
27	PTPN13
27	CYP4Z1
27	SRSF12
27	LRRN3
27	PIK3R6
27	SKA2
27	POU6F2
27	ATP5F1C
27	SELP
27	SLC3A1
27	CDH9
27	KHDC3L
27	STRADA
27	LARS1
27	TOMM20
27	ARL5A
27	TRDN
27	MRPL36
27	MAPK4
27	ROBO1
27	TYR
27	DPPA5
27	INSL5
27	CALR3
27	TEX47
27	LRFN2
27	DENND2C
27	SCN2A
27	LEXM
27	KBTBD8
27	KIN
27	NIF3L1
27	SRBD1
27	BAAT
27	ZCCHC17
27	CUX2
27	IFIT2
27	ZIC3
27	GLYATL3
27	NECAP2
27	FYB2
27	CEP120
27	KCNQ5
27	LRRC17
27	LEPROT
27	TMPRSS7
27	BATF
27	C14orf132
27	C6orf120
27	CLDN16
27	LELP1
27	SCD5
27	SOAT1
27	TEK
27	EXOC8
27	CYCS
27	MYOF
27	ZAR1
27	ENPEP
27	C4BPB
27	KRTAP4-1
27	SLC6A17
27	FGF12
27	VPS16
27	FHL1
27	HILPDA
27	LEO1
27	MRPL13
27	CACUL1
27	ATP8B4
27	ABCB10
27	GBP3
27	ABL2
27	ENSG00000288708
27	TCN1
27	EFCAB13
27	SNRNP27
27	RTP2
27	ANKRD7
27	SPINT3
27	ADAM12
27	EPS8
27	HLA-DMB
27	MITD1
27	MS4A2
27	CYP2C18
27	MIER3
27	EVI5L
27	SYT15
27	OR56B2P
27	FAH
27	TLCD4
27	KIAA0408
27	LGALS9
27	ATP2C1
27	FSIP1
27	MUCL1
27	ADPGK
27	CHD4
27	PABPC1L2A
27	RPF1
27	PCDHB13
27	FOXI3
27	TMEM171
27	ZNF527
27	PIBF1
27	MYMX
27	PYM1
27	STARD4
27	MUC19
27	CFHR4
27	NKX2-5
27	GLIPR1L1
27	MTPN
27	EPM2A
27	RRP1
27	HLA-DPB1
27	GRSF1
27	ELOVL4
27	GPR52
27	UBR2
27	RYR3
27	MMRN1
27	OOSP4A
27	GTF2H3
27	LOX
27	UGT3A2
27	KMO
27	ESRP2
27	HSD17B4
27	UPK1B
27	CHP2
27	TBC1D2
27	FAM81B
27	TALDO1
27	NR5A2
27	GOLGA8N
27	ZNRF2
27	RPL29
27	RFX6
27	ANGPT1
27	APOBEC4
27	UGT2B11
27	ENSG00000275163
27	DLEC1
27	SLAMF1
27	FNBP1L
27	NUP210L
27	ACSBG2
27	IRS1
27	PLSCR1
27	STXBP5
27	RAB9B
27	TLR2
27	TTC1
27	FAM220A
27	SUFU
27	SRI
27	TMEM92
27	TBX10
27	DHRS13
27	RIPPLY3
27	FAM76B
27	RPS23
27	PRSS50
27	RNF175
27	GPR83
27	GOLGA8M
27	LMOD3
27	TAGLN3
27	RRN3
27	OASL
27	TNFSF13B
27	DNAJA2
27	STK39
27	ACVR1B
27	HAL
27	ENAM
27	H4C4
27	TMEM167B
27	ADGRG7
27	CDC5L
27	MRPL16
27	POU1F1
27	RBMXL2
27	VAT1L
27	L1TD1
27	MRGPRD
27	ZFAND4
27	KEL
27	SMIM19
27	ENSG00000285827
27	DHX57
27	NDUFS4
27	NDUFC1
27	SAV1
27	CLGN
27	SS18
27	FAM170A
27	ENSG00000285064
27	MCCC2
27	PPARG
27	SNX24
27	SOX17
27	SMARCA5
27	NRG2
27	RAB18
27	SASH1
27	VRK2
27	ERO1B
27	C3orf80
27	FAM184B
27	HYDIN
27	RNF157
27	TPK1
27	GPR15LG
27	DEUP1
27	ERICH5
27	PIWIL3
27	LGR4
27	CITED4
27	PRKG1
27	FOXE1
27	HBP1
27	GTF2A1L
27	DAGLA
27	CLCA1
27	UTP25
27	ENSG00000261611
27	OLR1
27	TLR10
27	GPR22
27	GABPB2
27	CDC42SE1
27	CNIH4
27	LHX8
27	OSR2
27	MOB1A
27	MADD
27	MBNL1
27	SUPT20HL1
27	PAK6
27	DNAI1
27	S100A10
27	ULBP1
27	CEACAM3
27	RO60
27	DRD3
27	PRR16
27	DDHD2
27	RNF183
27	ARSG
27	STK17B
27	ITGAM
27	MRFAP1
27	TTC26
27	ABRACL
27	RXFP3
27	C3orf20
27	POU4F3
27	CA1
27	SMTN
27	A1CF
27	EVL
27	ZNF106
27	TCEANC2
27	TG
27	RHOXF2B
27	RXFP1
27	TEKT1
27	LRIT2
27	ARGLU1
27	DNM1L
27	PLEKHA3
27	HPR
27	CPEB4
27	KCNE2
27	SLC35B4
27	TMEM14A
27	RPS6KC1
27	KCNMB3
27	GOT1
27	ENSG00000214265
27	SDHB
27	NBAS
27	ZNF16
27	MRPL39
27	HS6ST2
27	LIMA1
27	CETN2
27	RAB6D
27	ANXA4
27	RBM26
27	CR1
27	H2BC10
27	MSANTD5
27	SLC33A1
27	MSL2
27	ARMCX4
27	LINS1
27	ADGRF3
27	RFLNA
27	SLC4A4
27	PAK1
27	L2HGDH
27	KANK4
27	ENSG00000226690
27	AFAP1L1
27	ZNF766
27	H4C11
27	PGD
27	ENSG00000173867
27	ADAT2
27	PHAF1
27	TMEM225
27	SYNGR1
27	RAB5A
27	HSPA13
27	ZNF33A
27	DDO
27	RAPGEF5
27	SLC6A5
27	PALS2
27	ZNF800
27	A4GNT
27	METTL21C
27	PSMD6
27	HMGXB3
27	TUBA1A
27	CYP3A43
27	MTF2
27	IPP
27	GTF2I
27	ARHGAP15
27	PRICKLE2
27	ENSG00000228144
27	MCCC1
27	CXorf49
27	PRMT6
27	GCSAM
27	RNF145
27	MMP12
27	SLC37A2
27	ITM2B
27	STS
27	WDPCP
27	GZMB
27	CFAP206
27	TIMM9
27	ENSG00000288646
27	MKRN3
27	BHLHE40
27	TOP2A
27	PRNP
27	CLDN5
27	PTPRC
27	TAAR1
27	NME7
27	MS4A4E
27	TUBD1
27	MYO5C
27	SETD9
27	HP1BP3
27	ENSG00000288614
27	MBD3L2B
27	TAF1D
27	TRIM38
27	C11orf97
27	XPNPEP2
27	CPSF2
27	BRD8
27	NRCAM
28	PIK3CB
28	ABHD6
28	CMIP
28	CDH1
29	CACNB2
29	GALNTL6
29	TACC2
29	PCDH9
29	ARHGAP32
29	JAML
29	CTNNA2
29	CCDC170
29	BSX
29	PAK6
29	ZCWPW2
29	GCG
29	NUF2
29	VPS13B
29	MMP13
29	CDYL2
29	PTGR1
29	CCDC54
29	APOA4
29	BSPH1
29	DDX18
29	ZNF358
29	PFKM
29	ENSG00000270099
29	COL5A2
29	HBE1
29	TPTE
29	IGFL3
29	RPUSD4
29	ABI3BP
29	FIGLA
29	SHOC1
29	UEVLD
29	SLC16A9
29	CPHXL2
29	ATXN7L3B
29	LRP2
29	LIN9
29	NKAPD1
29	DEFB129
29	ABCA13
29	PRL
29	ENSG00000289490
29	HSD17B13
29	SLC7A13
29	BRMS1L
29	FHL1
29	C7
29	ACY3
29	C3orf49
29	SUPT20HL1
29	LARP4
29	DCBLD1
29	CCDC181
29	TMEM225
29	BCAS3
29	WASHC3
29	FGF1
29	SPIC
29	MSANTD5
29	APCDD1
29	TMEM33
29	ZNF831
29	RNASEK
29	DMXL1
29	ENY2
29	METTL21C
29	DEFB123
29	CPA2
29	CTPS1
29	WDR35
29	RUNX2
29	QPCT
29	OTOGL
29	GIMAP2
29	LECT2
29	SON
29	ZCCHC9
29	NACA2
29	FAM72A
29	MS4A10
29	DNAJC5B
29	SLC7A8
29	PTF1A
29	F13B
29	EDN1
29	APIP
29	LYRM7
29	PNN
29	ERGIC3
29	GDPD4
29	METTL9
29	CBL
29	RBM43
29	CHD1
29	SMIM3
29	DNAI4
29	STMP1
29	ZSCAN23
29	WNT16
29	ATPSCKMT
29	EVI5L
29	GBGT1
29	RUBCN
29	GLYAT
29	SDR42E1
29	ZNF622
29	CABCOCO1
29	PKIB
29	DNA2
29	OS9
29	SLIT1
29	LRRCC1
29	SND1
29	GTF2A1L
29	MDM4
29	GIN1
29	MCPH1
29	ARL5A
29	SSMEM1
29	IL13RA1
29	HENMT1
29	KIAA1958
29	CRCP
29	NAT8B
29	KIFAP3
29	PRDX3
29	ZNF385C
29	KCNK1
29	CES1
29	PRR16
29	CLCA1
29	RPS12
29	RTN3
29	NME7
29	PTPN11
29	HJURP
29	ULK4
29	CSGALNACT1
29	PARP1
29	FNBP1L
29	TMEM167B
29	TMX4
29	IPO7
29	SCNN1G
29	FGF7
29	HINT3
29	SMYD3
29	ENSG00000289690
29	DIPK2B
29	LMX1B
29	BTG1
29	COL14A1
29	ARMCX5
29	RBPJ
29	CLINT1
29	LGR4
29	FEZ2
29	CNNM1
29	TIPARP
29	TTC39B
29	USP25
29	PWP1
29	MITF
29	FAM162B
29	SOSTDC1
29	ATP1A1
29	PARP16
29	PRSS50
29	TRABD2B
29	SOS1
29	BOLA3
29	FNIP2
29	CTTNBP2
29	ATXN1
29	PFDN4
29	ATP6V1C1
29	ZBED9
29	CREG1
29	PTHLH
29	SLC17A5
29	LAMP2
29	NOSTRIN
29	TTC3
29	FNBP1
29	COPS4
29	ATP8A1
29	TXLNG
29	FABP12
29	UBAC2
29	STAM2
29	EXOG
29	SP9
29	DGKH
29	STK17A
29	POU2F2
29	LYPD6B
29	ERAP2
29	EML6
29	TNFSF9
29	RBM41
29	SLC25A13
29	FBXL4
29	LRRC17
29	DIPK1A
29	IGBP1P2
29	SARAF
29	SIK2
29	PCED1B
29	PHF21A
29	GBE1
29	SCGB3A1
29	ERICH6
30	PCDHGB4
30	QRICH2
30	CHRNA5
30	AGMO
30	ANK3
30	ADCY8
30	TRMT61B
30	C20orf204
30	SLC14A2
30	RERG
30	ZNF585A
30	GARIN1B
30	SIRT4
30	KBTBD6
30	SFTPD
30	PRMT1
30	DNAJC10
30	H2BC12
30	POU4F3
30	ARHGAP15
30	TEX19
30	CEACAM6
30	TAAR9
30	ZIC1
30	RHBDD3
30	HMMR
30	CPSF1
30	WFDC8
30	FBXO43
30	CDH20
30	RPRM
30	ZNF155
30	PET100
30	ENSG00000268400
30	RPL41
30	PCDHA11
30	DYDC1
30	CENPP
30	POLA1
30	TAGLN
30	PCDHB10
30	MUL1
30	PPIP5K2
30	H2AC11
30	UPRT
30	SERPINA4
30	SERPINA5
30	PTGES3L-AARSD1
30	C1orf35
30	CABLES2
30	NPFFR2
30	EMX2
30	CCDC8
30	KRT83
30	RBM19
30	NDUFA10
30	HSD3B2
30	SF3B3
30	ENSG00000285943
30	SPICE1
30	CCDC43
30	RPL35
30	MARVELD3
30	H2AC17
30	VN1R5
30	EBF2
30	ZNF649
30	LRRC41
30	MCM6
30	DHRS7B
30	TMX1
30	SSX3
30	RNASE2
30	PRUNE2
30	SSX2
30	H2AC4
30	KIAA1671
30	ENSG00000256950
30	KLF1
30	ATP5MF
30	ATP5MF-PTCD1
30	CCDC68
30	FCRL4
30	MATCAP1
30	RBM39
30	ROS1
30	ERCC2
30	SLC31A2
30	NEUROG2
30	ZBTB8A
30	SLC43A2
30	RNF5
30	PCDHGB5
30	SLX4IP
30	EXOSC2
30	PDE4B
30	PIH1D1
30	RNF17
30	ANKRD18B
30	CCN1
30	CSTF1
30	CKMT2
30	CDC20B
30	SLC17A6
30	ATG4C
30	RUNDC1
30	PTGS2
30	GREB1
30	MMD
30	SDCBP2
30	HAPLN2
30	URAD
30	TM9SF1
30	USF1
30	ACVR1C
30	ALDH3A1
30	CIART
30	MNAT1
30	ZC3H7A
30	ADGRG5
30	TRAPPC8
30	PDPN
30	COG4
30	TASOR2
30	TRIM24
30	H3C12
30	TBC1D1
30	PIERCE2
30	KCNE2
30	WARS2
30	AGPAT1
30	COL28A1
30	GPATCH2L
30	ZC2HC1C
30	KIAA0930
30	SNU13
30	ITGB1BP2
30	N4BP2L2
30	ATRX
30	OR2B8P
30	PFDN4
